seed,phase_epoch,full_accuracy,dominant_accuracy,weak_accuracy,full_loss,weak_loss,dominant_ratio,weak_ratio,parity_gap,checkpoint_path,checkpoint_retained
83,192,0.8512,0.8304,0.814,1.0289507138054543,0.9390616193081801,0.9662555271119385,0.9569715494944744,-0.009283977617464134,"/net/storage/pr3/plgrid/plggdnnp/reports/phase3, phase 3 intervention, trained with phase1=40, phase2=200, mm_cifar10, mm_resnet, sgd, epochs=200_overlap=0.0_lr=0.6_wd=0.0_lambda=1.0/2026-08-01_17-00-47-175297/checkpoints/model_step_phase3_candidate_epoch_192.pth",True
83,196,0.8524,0.8304,0.8196,1.0362521451128743,0.9614376080625114,0.9662555271119385,0.9635551375499647,-0.002700389561973826,"/net/storage/pr3/plgrid/plggdnnp/reports/phase3, phase 3 intervention, trained with phase1=40, phase2=200, mm_cifar10, mm_resnet, sgd, epochs=200_overlap=0.0_lr=0.6_wd=0.0_lambda=1.0/2026-08-01_17-00-47-175297/checkpoints/model_step_phase3_candidate_epoch_196.pth",True
83,200,0.853,0.8304,0.8198,1.0850497263571184,0.9791780684948768,0.9662555271119385,0.9637902656948036,-0.0024652614171348786,"/net/storage/pr3/plgrid/plggdnnp/reports/phase3, phase 3 intervention, trained with phase1=40, phase2=200, mm_cifar10, mm_resnet, sgd, epochs=200_overlap=0.0_lr=0.6_wd=0.0_lambda=1.0/2026-08-01_17-00-47-175297/checkpoints/model_step_phase3_candidate_epoch_200.pth",True
184,0,0.8646,0.8068,0.166,0.9438421856465025,6.494822316066207,0.9333641832484961,0.19401589527816737,-0.7393482879703288,"/net/storage/pr3/plgrid/plggdnnp/reports/phase3, phase 3 intervention, trained with phase1=40, phase2=200, mm_cifar10, mm_resnet, sgd, epochs=200_overlap=0.0_lr=0.6_wd=0.0_lambda=1.0/2026-08-01_17-00-47-180128/checkpoints/model_step_phase3_pre_intervention.pth",True
184,1,0.8314,0.8068,0.492,1.1286914422530365,1.4576637349294674,0.9333641832484961,0.5750350631136044,-0.3583291201348917,"/net/storage/pr3/plgrid/plggdnnp/reports/phase3, phase 3 intervention, trained with phase1=40, phase2=200, mm_cifar10, mm_resnet, sgd, epochs=200_overlap=0.0_lr=0.6_wd=0.0_lambda=1.0/2026-08-01_17-00-47-180128/checkpoints/model_step_phase3_candidate_epoch_1.pth",True
184,2,0.8204,0.8068,0.543,1.17837976542805,1.2950919499899218,0.9333641832484961,0.6346423562412342,-0.2987218270072619,"/net/storage/pr3/plgrid/plggdnnp/reports/phase3, phase 3 intervention, trained with phase1=40, phase2=200, mm_cifar10, mm_resnet, sgd, epochs=200_overlap=0.0_lr=0.6_wd=0.0_lambda=1.0/2026-08-01_17-00-47-180128/checkpoints/model_step_phase3_candidate_epoch_2.pth",True
184,3,0.8178,0.8068,0.5574,1.1917515760056503,1.2705486347130766,0.9333641832484961,0.6514726507713885,-0.28189153247710763,"/net/storage/pr3/plgrid/plggdnnp/reports/phase3, phase 3 intervention, trained with phase1=40, phase2=200, mm_cifar10, mm_resnet, sgd, epochs=200_overlap=0.0_lr=0.6_wd=0.0_lambda=1.0/2026-08-01_17-00-47-180128/checkpoints/model_step_phase3_candidate_epoch_3.pth",True
184,4,0.8124,0.8068,0.5778,1.2333971886021602,1.231391687445484,0.9333641832484961,0.6753155680224403,-0.2580486152260558,"/net/storage/pr3/plgrid/plggdnnp/reports/phase3, phase 3 intervention, trained with phase1=40, phase2=200, mm_cifar10, mm_resnet, sgd, epochs=200_overlap=0.0_lr=0.6_wd=0.0_lambda=1.0/2026-08-01_17-00-47-180128/checkpoints/model_step_phase3_candidate_epoch_4.pth",True
184,8,0.8132,0.8068,0.6464,1.2079607086538298,1.0411448990803238,0.9333641832484961,0.7554932211313697,-0.17787096211712639,"/net/storage/pr3/plgrid/plggdnnp/reports/phase3, phase 3 intervention, trained with phase1=40, phase2=200, mm_cifar10, mm_resnet, sgd, epochs=200_overlap=0.0_lr=0.6_wd=0.0_lambda=1.0/2026-08-01_17-00-47-180128/checkpoints/model_step_phase3_candidate_epoch_8.pth",True
184,12,0.8078,0.8068,0.696,1.2498738326092382,0.8817292410720511,0.9333641832484961,0.8134642356241233,-0.11989994762437284,"/net/storage/pr3/plgrid/plggdnnp/reports/phase3, phase 3 intervention, trained with phase1=40, phase2=200, mm_cifar10, mm_resnet, sgd, epochs=200_overlap=0.0_lr=0.6_wd=0.0_lambda=1.0/2026-08-01_17-00-47-180128/checkpoints/model_step_phase3_candidate_epoch_12.pth",True
