seed,phase_epoch,weak_accuracy,full_accuracy,dominant_accuracy,weak_accuracy_gain,full_accuracy_change,dominant_accuracy_change,weak_accuracy_slope,full_accuracy_slope,dominant_accuracy_slope,target,pareto_reversal,weak_futile,accuracy_harm,futility_with_harm,target_checks,pareto_checks,futility_harm_checks,dominator_epoch
83,180,0.833,0.7582,0.6952,0.6043999999999999,-0.122,-0.14359999999999995,0.00019600000000000062,0.0006599999999999961,-0.00016800000000000148,False,False,False,True,False,0,0,0,
83,185,0.833,0.7342,0.6912,0.6043999999999999,-0.14600000000000002,-0.14759999999999995,0.00015999999999999793,0.0003479999999999972,4.4000000000001815e-05,False,True,False,False,False,0,1,0,150
83,190,0.8298,0.7392,0.6992,0.6012,-0.14100000000000001,-0.13959999999999995,-8.800000000000141e-05,4.399999999999959e-05,0.00039600000000000523,False,True,True,False,False,0,2,0,120
83,195,0.839,0.752,0.6988,0.6103999999999999,-0.12819999999999998,-0.14,0.00015999999999999793,-0.00047599999999999867,0.0005200000000000005,False,False,False,True,False,0,0,0,
83,200,0.8334,0.7178,0.6976,0.6048,-0.1624,-0.1412,0.0001360000000000028,-0.001259999999999999,0.00024799999999999714,False,True,False,True,False,0,1,0,195
184,5,0.6742,0.453,0.5086,0.4506,-0.4168,-0.2964,,,,False,False,False,False,False,0,0,0,
184,10,0.7336,0.5282,0.5518,0.51,-0.3416,-0.2532000000000001,,,,False,False,False,False,False,0,0,0,
184,15,0.7556,0.4686,0.5306,0.532,-0.4012,-0.2744000000000001,,,,False,False,False,False,False,0,0,0,
184,20,0.778,0.4652,0.5492,0.5544,-0.4046,-0.2558,,,,False,False,False,False,False,0,0,0,
184,25,0.7892,0.4996,0.5446,0.5656,-0.37020000000000003,-0.2604000000000001,0.005488,0.000603999999999999,0.0013879999999999982,True,False,False,False,False,1,0,0,
184,30,0.781,0.4258,0.5364,0.5574,-0.444,-0.26860000000000006,0.002567999999999999,-0.003476,-0.0003359999999999985,False,True,False,True,False,0,1,0,25
184,35,0.7946,0.3922,0.4858,0.571,-0.4776,-0.31920000000000004,0.001619999999999997,-0.0038440000000000006,-0.0020479999999999986,False,False,False,True,False,0,0,0,
184,40,0.801,0.5056,0.5342,0.5774,-0.36419999999999997,-0.27080000000000004,0.001028,-0.0005319999999999979,-0.0017759999999999998,False,False,False,True,False,0,0,0,
184,45,0.8056,0.5272,0.545,0.582,-0.3426,-0.26,0.0010559999999999992,0.002700000000000001,-2.7999999999996916e-05,False,False,False,True,False,0,0,0,
184,50,0.8036,0.586,0.5728,0.58,-0.28380000000000005,-0.23220000000000007,0.0011239999999999983,0.009107999999999998,0.00264,True,False,False,False,False,1,0,0,
184,55,0.804,0.5562,0.5326,0.5804,-0.3136,-0.2724000000000001,0.00042800000000000173,0.008168,0.0026439999999999975,False,True,False,False,False,0,1,0,50
184,60,0.8038,0.5686,0.5466,0.5801999999999999,-0.3012,-0.2584000000000001,7.999999999999785e-05,0.003099999999999998,0.00024799999999999714,False,True,False,False,False,0,2,0,50
184,65,0.807,0.548,0.53,0.5834,-0.3218,-0.275,6.000000000000227e-05,0.0004840000000000022,-0.0011240000000000006,False,False,False,True,False,0,0,0,
184,70,0.8148,0.5404,0.5388,0.5912,-0.3294,-0.2662000000000001,0.0005079999999999996,-0.0019879999999999984,-0.0014119999999999998,False,False,False,True,False,0,0,0,
184,75,0.8116,0.5264,0.5338,0.588,-0.34340000000000004,-0.2712,0.0005239999999999978,-0.001756000000000002,-0.00010799999999999699,False,True,False,True,False,0,1,0,70
184,80,0.818,0.5492,0.5522,0.5943999999999999,-0.3206,-0.2528,0.0006599999999999984,-0.001208,0.00030000000000000247,False,False,False,True,False,0,0,0,
184,85,0.8106,0.5476,0.5498,0.587,-0.32220000000000004,-0.2552000000000001,0.0002079999999999971,0.00015999999999999793,0.0010599999999999987,False,True,False,False,False,0,1,0,80
184,90,0.8132,0.5568,0.5396,0.5896,-0.31300000000000006,-0.2654000000000001,-8.399999999999741e-05,0.0010799999999999987,0.00035199999999999896,True,False,True,False,False,1,0,0,
184,95,0.819,0.4982,0.526,0.5953999999999999,-0.37160000000000004,-0.279,0.00020000000000000017,-0.0009760000000000013,-0.0005640000000000023,False,True,False,True,False,0,1,0,80
184,100,0.8186,0.5578,0.5378,0.595,-0.31200000000000006,-0.2672000000000001,0.00019200000000000106,-0.0006440000000000023,-0.0010520000000000017,False,False,False,True,False,0,0,0,
184,105,0.8142,0.5634,0.5514,0.5906,-0.3064,-0.25360000000000005,0.00025200000000000114,0.0006520000000000014,2.8000000000001358e-05,True,False,False,False,False,1,0,0,
184,110,0.8138,0.5618,0.536,0.5902,-0.30800000000000005,-0.269,-7.200000000000095e-05,0.001504000000000001,0.0003640000000000021,False,True,True,False,False,0,1,0,105
184,115,0.8126,0.5706,0.543,0.589,-0.2992,-0.262,-0.00035199999999999896,0.0029760000000000008,0.0006440000000000023,True,False,True,False,False,1,0,0,
184,120,0.8186,0.5734,0.551,0.595,-0.2964,-0.254,-3.200000000000091e-05,0.000768000000000002,0.00036000000000000474,True,False,True,False,False,2,0,0,
184,125,0.8206,0.5346,0.5462,0.597,-0.33520000000000005,-0.25880000000000003,0.00035199999999999896,-0.0009200000000000008,9.200000000000098e-05,False,False,False,True,False,0,0,0,
184,130,0.8178,0.5738,0.5568,0.5942,-0.29600000000000004,-0.2482000000000001,0.0003200000000000003,-0.00024000000000000022,0.0008959999999999968,False,False,False,True,False,0,0,0,
184,135,0.821,0.5862,0.5604,0.5973999999999999,-0.28359999999999996,-0.24460000000000004,0.0003199999999999981,0.0006320000000000015,0.0008119999999999972,True,False,False,False,False,1,0,0,
184,140,0.8144,0.5716,0.5522,0.5908,-0.2982,-0.2528,-0.00016000000000000015,0.0009600000000000009,0.00033199999999999896,False,True,True,False,False,0,1,0,135
184,145,0.8226,0.5774,0.5494,0.599,-0.2924,-0.25560000000000005,1.2000000000000898e-05,0.0016680000000000028,3.6000000000000475e-05,True,False,False,False,False,1,0,0,
184,150,0.8184,0.5678,0.5432,0.5948,-0.30200000000000005,-0.26180000000000003,5.6000000000002716e-05,-0.0004160000000000008,-0.000763999999999998,False,True,False,True,False,0,1,0,145
184,155,0.8144,0.5888,0.5284,0.5908,-0.281,-0.27660000000000007,-0.0001839999999999975,2.7999999999996916e-05,-0.0014600000000000012,False,False,True,True,True,0,0,1,
184,160,0.8186,0.5828,0.5372,0.595,-0.28700000000000003,-0.26780000000000004,3.999999999999559e-06,0.0006759999999999989,-0.001020000000000001,False,True,False,True,False,0,1,0,135
184,165,0.8138,0.5586,0.5374,0.5902,-0.31120000000000003,-0.26760000000000006,-0.00034800000000000163,-0.0004520000000000013,-0.0006000000000000005,False,True,True,True,True,0,2,1,145
184,170,0.8124,0.5492,0.526,0.5888,-0.3206,-0.279,-0.00025200000000000114,-0.001347999999999998,-0.0005079999999999996,False,True,True,True,True,0,3,2,145
184,175,0.826,0.5498,0.5356,0.6023999999999999,-0.32000000000000006,-0.2694000000000001,0.00033999999999999807,-0.0022320000000000005,6.399999999999962e-05,False,False,False,True,False,0,0,0,
184,180,0.8094,0.5594,0.5326,0.5858,-0.3104,-0.2724000000000001,-0.00012399999999999965,-0.0011119999999999997,-0.00022000000000000242,False,True,True,True,True,0,1,1,145
184,185,0.8156,0.5656,0.5362,0.592,-0.3042,-0.26880000000000004,1.2000000000000898e-05,0.000484,8.399999999999963e-05,False,True,False,False,False,0,2,0,145
184,190,0.8202,0.5472,0.5222,0.5966,-0.3226,-0.28280000000000005,0.00010400000000000186,0.00023600000000000064,-0.00014000000000000012,False,True,False,True,False,0,3,0,175
184,195,0.8218,0.5874,0.5486,0.5982,-0.2824,-0.2564000000000001,4.800000000000138e-05,0.0012600000000000033,0.0003120000000000012,True,False,False,False,False,1,0,0,
184,200,0.8216,0.554,0.5514,0.598,-0.31579999999999997,-0.25360000000000005,0.0006119999999999993,0.00022000000000000242,0.0010000000000000009,False,True,False,False,False,0,1,0,135
285,5,0.622,0.465,0.5116,0.4088,-0.4023999999999999,-0.3216,,,,False,False,False,False,False,0,0,0,
285,10,0.7288,0.4668,0.5182,0.5156000000000001,-0.40059999999999996,-0.31500000000000006,,,,False,False,False,False,False,0,0,0,
285,15,0.7588,0.4438,0.5484,0.5456000000000001,-0.4236,-0.28480000000000005,,,,False,False,False,False,False,0,0,0,
285,20,0.7696,0.4462,0.5426,0.5564,-0.42119999999999996,-0.2906000000000001,,,,False,False,False,False,False,0,0,0,
285,25,0.7774,0.4922,0.5578,0.5642,-0.3751999999999999,-0.2754000000000001,0.0070319999999999975,0.000676,0.002335999999999996,True,False,False,False,False,1,0,0,
285,30,0.7844,0.513,0.563,0.5711999999999999,-0.35439999999999994,-0.2702000000000001,0.0025959999999999985,0.0028160000000000017,0.0019799999999999974,True,False,False,False,False,2,0,0,
285,35,0.788,0.4186,0.5474,0.5748,-0.4487999999999999,-0.28580000000000005,0.0014640000000000009,0.00032800000000000293,0.00036799999999999946,True,False,False,False,False,3,0,0,
285,40,0.7858,0.4122,0.5258,0.5726,-0.45519999999999994,-0.3074,0.0008600000000000052,-0.002831999999999999,-0.0008799999999999963,False,True,False,True,False,0,1,0,35
285,45,0.7926,0.4898,0.5504,0.5793999999999999,-0.37759999999999994,-0.28280000000000005,0.000636000000000001,-0.0021120000000000006,-0.0010399999999999964,False,False,False,True,False,0,0,0,
285,50,0.7884,0.4842,0.5706,0.5751999999999999,-0.38319999999999993,-0.26260000000000006,0.0002519999999999989,0.000272,0.0003640000000000021,True,False,False,False,False,1,0,0,
285,55,0.7944,0.4916,0.574,0.5811999999999999,-0.37579999999999997,-0.2592000000000001,0.0003079999999999972,0.004359999999999998,0.0019599999999999973,True,False,False,False,False,2,0,0,
285,60,0.8006,0.5378,0.5854,0.5873999999999999,-0.3296,-0.24780000000000002,0.0006279999999999975,0.005059999999999997,0.0028559999999999987,True,False,False,False,False,3,0,0,
285,65,0.7992,0.513,0.5992,0.5860000000000001,-0.35439999999999994,-0.2340000000000001,0.0005080000000000018,0.0019999999999999983,0.0022479999999999987,True,False,False,False,False,4,0,0,
285,70,0.8044,0.5484,0.5744,0.5912,-0.31899999999999995,-0.25880000000000003,0.0007360000000000011,0.0029959999999999995,0.000656000000000001,True,False,False,False,False,5,0,0,
285,75,0.8022,0.5594,0.5868,0.589,-0.30799999999999994,-0.24640000000000006,0.0003880000000000017,0.002924000000000002,0.00029200000000000113,True,False,False,False,False,6,0,0,
285,80,0.8018,0.512,0.5418,0.5886,-0.35539999999999994,-0.2914000000000001,0.00010799999999999921,-0.00010399999999999743,-0.0019920000000000024,False,True,False,True,False,0,1,0,70
285,85,0.8084,0.5314,0.5704,0.5952,-0.33599999999999997,-0.26280000000000003,0.0003159999999999985,7.999999999999119e-06,-0.001803999999999999,False,False,False,True,False,0,0,0,
285,90,0.8042,0.5438,0.5804,0.591,-0.3236,-0.2528,0.00011600000000000054,-0.0007440000000000025,-8.799999999999918e-05,False,False,False,True,False,0,0,0,
285,95,0.8088,0.5106,0.5716,0.5955999999999999,-0.3567999999999999,-0.26160000000000005,0.00031199999999999896,-0.0013159999999999995,0.00016400000000000193,False,False,False,True,False,0,0,0,
285,100,0.8124,0.5276,0.5614,0.5992,-0.3398,-0.27180000000000004,0.0004320000000000013,0.0002079999999999993,0.0008080000000000021,True,False,False,False,False,1,0,0,
285,105,0.8118,0.5486,0.6002,0.5986,-0.3188,-0.2330000000000001,0.000299999999999998,0.0003639999999999999,0.0008119999999999972,True,False,False,False,False,2,0,0,
285,110,0.8114,0.559,0.5762,0.5982000000000001,-0.3083999999999999,-0.257,0.0003479999999999994,0.0013680000000000025,0.0004039999999999999,True,False,False,False,False,3,0,0,
285,115,0.8112,0.546,0.5836,0.5980000000000001,-0.3213999999999999,-0.24960000000000004,7.600000000000273e-05,0.0020440000000000015,0.0007760000000000011,False,True,False,False,False,0,1,0,105
285,120,0.8132,0.5156,0.5514,0.6000000000000001,-0.3518,-0.28180000000000005,2.0000000000002238e-05,-0.0005319999999999992,-0.0007319999999999994,False,False,False,True,False,0,0,0,
285,125,0.8074,0.5294,0.569,0.5942000000000001,-0.33799999999999997,-0.2642000000000001,-0.0001399999999999979,-0.0016360000000000018,-0.0017440000000000012,False,True,True,True,True,0,1,1,105
285,130,0.816,0.5408,0.5586,0.6028,-0.3266,-0.27460000000000007,0.00010799999999999699,-0.0010600000000000054,-0.0009960000000000036,False,False,False,True,False,0,0,0,
285,135,0.818,0.564,0.5704,0.6048,-0.3034,-0.26280000000000003,0.00032799999999999496,0.0012239999999999961,-0.0003839999999999999,False,False,False,True,False,0,0,0,
285,140,0.8144,0.5506,0.5706,0.6012,-0.31679999999999997,-0.26260000000000006,0.000259999999999998,0.0020920000000000005,0.0007960000000000011,False,True,False,False,False,0,1,0,135
285,145,0.8182,0.5634,0.5678,0.605,-0.30399999999999994,-0.2654000000000001,0.00040000000000000257,0.0015560000000000018,0.00019200000000000106,False,True,False,False,False,0,2,0,135
285,150,0.818,0.5846,0.5914,0.6048,-0.28279999999999994,-0.24180000000000001,8.400000000000185e-05,0.0017400000000000037,0.0012600000000000011,True,False,False,False,False,1,0,0,
285,155,0.812,0.5342,0.5622,0.5988,-0.33319999999999994,-0.271,-0.00016799999999999704,-0.0005119999999999969,8.800000000000141e-05,False,True,True,True,True,0,1,1,150
285,160,0.8212,0.5678,0.586,0.6080000000000001,-0.2996,-0.2472000000000001,0.00014800000000000146,0.00010399999999999965,0.000504,True,False,False,False,False,1,0,0,
285,165,0.818,0.568,0.5754,0.6048,-0.2994,-0.25780000000000003,5.599999999999827e-05,-0.00015200000000000323,0.00019600000000000062,False,True,False,True,False,0,1,0,160
285,170,0.821,0.5684,0.5928,0.6077999999999999,-0.29899999999999993,-0.24040000000000006,0.000239999999999998,2.7999999999999136e-05,0.0003199999999999981,True,False,False,False,False,1,0,0,
285,175,0.817,0.5672,0.5784,0.6037999999999999,-0.3001999999999999,-0.2548,0.00019599999999999395,0.001332000000000002,0.0007840000000000003,False,True,False,False,False,0,1,0,170
285,180,0.816,0.5864,0.5692,0.6028,-0.2809999999999999,-0.264,-0.00022800000000000375,0.0007280000000000043,-0.000611999999999997,False,False,True,True,True,0,0,1,
285,185,0.8204,0.5648,0.5778,0.6072,-0.3026,-0.25540000000000007,-3.999999999997339e-06,0.00023200000000000109,-0.0003760000000000008,False,True,True,True,True,0,1,2,170
285,190,0.818,0.5694,0.5856,0.6048,-0.29799999999999993,-0.24760000000000004,-5.1999999999998716e-05,-8.00000000000134e-06,-0.00030000000000000024,False,True,True,True,True,0,2,3,170
285,195,0.821,0.5598,0.5744,0.6077999999999999,-0.3076,-0.25880000000000003,0.00020000000000000017,-0.0006360000000000032,0.00016799999999999926,False,True,False,True,False,0,3,0,170
285,200,0.8232,0.5758,0.5898,0.6100000000000001,-0.29159999999999997,-0.24340000000000006,0.00030000000000000247,-0.0005240000000000022,0.0007559999999999989,False,False,False,True,False,0,0,0,
